SiteID,SiteName,Country,StateProvince,County,USGS_Quad,HUC,FeatureID,LandUnit,LandUnitDetail,ProclaimedNF,LCC,PublicInfo,InfoSource,InfoSourceDet,MagDev,AccessDescript,SiteDescription,AKA,GeorefSource,Datum,UTM_Zone,GPS_Unit,UTME,UTMN,LatDeg,LatMin,LatSec,LongDeg,LongMin,LongSec,LatitudeDD,LongitudeDD,ElevationM,EPE_M,Georef_Comments,SpringType1,SpringType2,LithoPrimary,LithoSecondary,GeoLayer,EmergenceEnvironment,EmergenceEnvNote,SourceGeo,SourceGeo2,ChannelDynamics,FlowForceMech,NearestSpringM,LoginAdded,LoginAddedDate,LoginChanged,LoginChangedDate,SurveyCount,AvgEOD,HighEOD,ImageHyperlink,SketchHyperlink,SiteHyperlink,ShortName,initialtimestamp,
13867,Dripping Spring,US,AZ,Mohave,Mount Nutt,15030103,,BLM,Bureau Of Land Management AZ,,3,1,NHD,; ID from AZDWR GWIS,12,BLM,,"Imported from GDBB-19-19 04ACB, FLWD_SiteID 350349114182001",,NAD83,11,,745617,3883433,35,3,49.572,-114,18,23.76,35.06377,-114.3066,908,,,,,,,,,,,,,,1005,jeriledbetter,6/16/2012,,,2,1,1,,,,Dripping ,4/25/2014 12:11,22
175497,Elk Spring Next Valley,US,AZ,Coconino,Moritz Ridge,15010004,,USFS,"Kaibab NF, Williams RD",Kaibab,3,0,IR,Vera Markgraf,11,,This location was very close to East Elk Spring as marked by the National Forest Service sign.,,GPS,WGS84,12,,410308,3915234,35,22,35.076,-111,59,14.784,35.37641,-111.98744,2219,,,,,,,,,,,,,,1,katiejunghans,1/26/2015,jeriledbetter,11/1/2015,1,1,1,,,,Elk Next Valley,1/26/2015 13:05,12
18811,Emmett Spring,US,AZ,Coconino,Bright Angel Point,15010001,,NPS,Grand Canyon NP,,15,1,State,Arizona Dept. Water Resources GWSI db; Other DB from AZDWR,11,3.61257E+14,Imported from AZDWR. Unused water use. Data source USGS. Valley Flat topographic setting.  Site Geology 374MUAV. Tubular cave spring type. No spring manipulation. Perennial flow consistency. ,"Emmett spgA-33-03 36A   UNSURV, FLWD_SiteID 361257112013501",,NAD83,12,,407679,4008375,36,12,56.952,-112,1,37.632,36.21582,-112.02712,1905,,Elev determined by topographic map. Lat/long accuracy 1 sec +/-. Elevation accuracy 40m. Unchecked,,,,,,,,tubular spring,,,,451,jeriledbetter,11/8/2012,jeriledbetter,5/23/2015,1,1,1,,,,Emmett,4/25/2014 12:11,22
14405,Fence Fault 1,US,AZ,Coconino,North Canyon Point,15010001,,NPS,Grand Canyon NP,,15,1,PUB,Brown & Moran 1979,11,GRCA,"This spring was reported by Brown and Moran in 1979. However, there is no spring at this location, according to Larry Stevens on 1/19/15.",Imported from GDB,,WGS84,12,,424365,4042087,36,31,16.176,-111,50,41.208,36.52116,-111.84478,890,,,,,,,,,,,,,,189,jeriledbetter,6/16/2012,jeriledbetter,10/13/2015,1,1,1,,,,Fence Fault 1,4/25/2014 12:11,22
469,Fence Spring,US,AZ,Coconino,North Canyon Point,15010001,,NPS,Grand Canyon NP,,15,1,USGS,USGS,12,,,,Map,WGS84,12,,424556,4042318,36,31,23.736,-111,50,33.612,36.52326,-111.84267,937,,,,,,,,,,,,,,300,jeriledbetter,10/20/2009,jeriledbetter,12/14/2015,1,1,1,,,,Fence,4/25/2014 12:11,22
14237,Fern Spring,US,AZ,Coconino,Havasu Falls,15010004,,Tribal,Havasupai Tribe,,15,1,NHD,Imported in 2010 from NHD Database,12,HAVA,,Imported from GDB,,NAD83,12,,347085,4013773,36,15,24.408,-112,42,7.596,36.25678,-112.70211,838,,,,,,,,,,,,,,645,jeriledbetter,6/16/2012,,,6,1,1,,,,Fern ,4/25/2014 12:11,22
13868,Fig Spring,US,AZ,Mohave,Mount Nutt,15030103,,Private,Private US Landowner AZ,,3,1,NHD,Imported in 2010 from NHD Database; Other DB from AZDWR,12,Private,,"Imported from GDBB-20-19 33CDA, FLWD_SiteID 350424114182501",,NAD83,11,,745485,3884430,35,4,22.008,-114,18,27.9,35.07278,-114.30775,837,,,,,,,,,,,,,,709,jeriledbetter,6/16/2012,,,1,1,1,,,,Fig ,4/25/2014 12:11,22
19580,Forster 1 Seep,US,AZ,Coconino,Topocoba Hilltop,15010002,,NPS,Grand Canyon NP,,15,1,PUB,USGS Bills 2007 2005-5222 from NPS,12,"South Rim. & Inner Canyon, Forster Canyon area; SW arm of Forster Canyon. Emerging from Muav at head of alcove at west arm of main canyon.  ","<font face=Calibri size=2>Imported from NPS geodatabase 10/9/13.The USGS reported this seep in 2007, describing a distinct fracture running near vertical through Redwall above the spring.</font>","FORS002, Forster Canyon Spring 1",,NAD83,12,,362136,4010744,36,13,54.3,-112,32,2.76,36.23175,-112.5341,893,,,,,Sedimentary,limestone,Muav limestone,,,,,,,521,,10/10/2013,margueritehendrie,2/6/2014,2,1,1,,,,Forster 1 Seep,4/25/2014 12:11,7
19581,Forster 2 Seep,US,AZ,Coconino,Topocoba Hilltop,15010002,,NPS,Grand Canyon NP,,15,1,PUB,USGS Bills 2007 2005-5222 from NPS,12,"South Rim. & Inner Canyon, Forster Canyon area","<font face=Calibri size=2>Imported from NPS geodatabase 10/9/13.The USGS reported this spring in 2007. It is located in the main arm of Forster Canyon, and emerges from a vertical fracture at channel right in lower Muav.</font>","FORS003, Forster Canyon Spring 2",,NAD83,12,,362577,4011022,36,14,3.516,-112,31,45.264,36.23431,-112.52924,799,,,,,Sedimentary,limestone,Muav limestone,,,,,,,521,,10/10/2013,margueritehendrie,2/6/2014,3,1,1,,,,Forster 2 Seep,4/25/2014 12:11,7
13980,Forster Canyon Spring,US,AZ,Coconino,Topocoba Hilltop,15010002,,NPS,Grand Canyon NP,,15,1,PUB,Brown & Moran 1979,12,GRCA,,Imported from GDB,map,WGS84,12,,363633,4012221,36,14,42.972,-112,31,3.72,36.24527,-112.5177,635,,,,,,,,,,,,,,377,jeriledbetter,6/16/2012,jeriledbetter,7/25/2015,1,1,1,,,,Forster Canyon,4/25/2014 12:11,22
179642,Forster Canyon Upper Spring,US,AZ,Coconino,Topocoba Hilltop,15010002,,NPS,Grand Canyon NP,,15,,IR,Larry Stevens data,11,,,,map,WGS84,12,,362503,4010056,36,13,32.16,-112,31,47.64,36.2256,-112.5299,,,,,,,,,,,,,,,9,jeriledbetter,7/25/2015,jeriledbetter,7/25/2015,1,1,1,,,,Forster Canyon Upper,7/25/2015 9:53,22
19582,Fossil Canyon Spring,US,AZ,Coconino,Fossil Bay,15010002,,NPS,Grand Canyon NP,,15,1,PUB,USGS Bills 2007 2005-5222 from NPS,12,"South Rim. & Inner Canyon, Fossil Canyon area",<font face=Calibri size=2>Imported from NPS geodatabase 10/9/13.The USGS reported this spring in 2007. It is located in the main arm of Fossil Canyon.</font>,"FOSS00*, Fossil Spring",,NAD83,12,,362451,4016105,36,16,48.396,-112,31,53.544,36.28011,-112.53154,728,,,,,Sedimentary,limestone,Muav limestone,,,,,,,1331,,10/10/2013,margueritehendrie,2/6/2014,2,1,1,,,,Fossil Canyon,4/25/2014 12:11,7
18924,GC-1 Spring,US,AZ,Coconino,Blue Spring,15020016,,Tribal,Navajo Nation,,15,1,State,ID from Arizona Dept. Water Resources GWSI,11,3.60629E+14,Imported from AZDWR. Unused water use. Data source USGS. Hillside topographic setting.  Site Geology 330RDLL. Fracture spring type. Undetermined spring manipulation. Undetermined flow consistency. ,3.60629E+14,GPS,NAD83,12,,438131,3996152,36,6,28.98,-111,41,14.604,36.10805,-111.68739,988,,Coordinates and elev from Steve Monroe.,,,sedimentary,limestone,Redwall Formation,,,fracture spring,,,,905,jeriledbetter,11/8/2012,jeriledbetter,2/5/2014,1,1,1,,,,G C-1,4/25/2014 12:11,7
9814,Grand Wash Bay east unnamed,US,AZ,Mohave,Snap Canyon West,15010006,,NPS,Lake Mead NRA AZ,,3,1,Geonames,; ID from AZDWR GWIS,12,LMNRA,,"Imported from GDBB-33-16 34ACA, FLWD_SiteID 361309113593301",,NAD83,12,,230915,4012426,36,13,9.408,-113,59,36.564,36.21928,-113.99349,388,,,,,,,,,,,,,,288,jeriledbetter,6/16/2012,,,1,1,1,,,,Grand Wash Bay east unnamed,4/25/2014 12:11,22
9779,Grapevine Spring,US,AZ,Mohave,Kingman,15030103,,Private,Private US Landowner AZ,,3,1,Geonames,Imported from USGS Geonames; Other DB from AZDWR,12,Private,,"Imported from GDBB-21-17 15BCB, FLWD_SiteID 351245114052501",,NAD83,11,,764547,3900113,35,12,33.12,-114,5,38.076,35.2092,-114.09391,1131,,,,,,,,,,,,,,1103,jeriledbetter,6/16/2012,,,1,1,1,,,,Grapevine ,4/25/2014 12:11,22
9817,Grapevine Spring,US,AZ,Mohave,Meadview North,15010005,,NPS,Lake Mead NRA AZ,,3,1,USGS Quad,Added based on DRG; ID from AZ Dept. Water Resources GWIS,12,LMNRA,,"Imported from GDBB-31-16 29CAD, FLWD_SiteID 360240114013001",,NAD83,11,,767942,3992957,36,2,39.516,-114,1,32.988,36.04431,-114.02583,667,,,,,,,,,,,,,,1511,jeriledbetter,6/16/2012,,,1,1,1,,,,Grapevine ,4/25/2014 12:11,22
10082,Grapevine Spring,US,AZ,Mohave,Mount Tipton,15010007,,BLM,Bureau Of Land Management AZ,,3,1,Geonames,Imported from USGS Geonames,12,BLM,,"Imported from GDBB-26-18 34BBC, FLWD_SiteID 353601114114401",,NAD83,11,,754438,3943182,35,35,58.884,-114,11,29.076,35.59969,-114.19141,1443,,,,,,,,,,,,,,690,jeriledbetter,6/16/2012,,,1,1,1,,,,Grapevine ,4/25/2014 12:11,22
108557,Grapevine Spring,US,NV,Clark,Jumbo Peak,15010005,,BLM,Bureau Of Land Management NV,,3,1,Geonames,Imported from USGS Geonames,12," The area is located in the Lake Mead 100,000 quad in the Colorado River basin.","Imported from USGS Geonames Data were imported in February 2016 from a compilation of Don Sada's research. The Land Manager ID number is from this dataset.  Spring type listed as ""dry"". ",,,NAD83,11,,754372,4014222,36,14,21.948,-114,10,9.876,36.23943,-114.16941,1330,, Sada reported elevation as 1292 meters.,,,,,,,,,,,,1766,,4/2/2014,,,1,1,1,,,,Grapevine ,4/25/2014 12:11,48
113081,Grotto ,US,UT,Washington,Temple of Sinawava,15010008,,NPS,Zion National Park,,15,1,NHD,Imported in 2013 from NHD Database,12,,Imported in 2013 from NHD Database,,,NAD83,12,,327363,4125284,37,15,29.268,-112,56,48.336,37.25813,-112.94676,1350,,,,,,,,,,,,,,196,,4/2/2014,,,2,1,1,,,,Grotto,4/25/2014 12:11,22
18775,Gyp (east),US,AZ,Mohave,Gyp Hills,15010006,,NPS,Lake Mead NRA AZ,,15,1,State,Arizona Dept. Water Resources GWSI db; Other DB from AZDWR,12,3.6164E+14,Imported from AZDWR. Unused water use. Data source USGS. Stream Channel topographic setting.  Site Geology 121MDCK. Seepage or filtration spring type. No spring manipulation. Intermittent flow consistency. ,"Gyp (east)B-33-15 09BDA, FLWD_SiteID 361640113543001",,NAD83,12,,238696,4018685,36,16,39.972,-113,54,32.868,36.27777,-113.90913,604,,Elev determined by topographic map. Lat/long accuracy 5 secs +/-. Elevation accuracy 20m. Field Checked,,,,,,,,seepage or filtration spring,,,,282,jeriledbetter,11/8/2012,,,1,1,1,,,,Gyp (east),4/25/2014 12:11,22
18778,Gyp (west),US,AZ,Mohave,Gyp Hills,15010006,,NPS,Lake Mead NRA AZ,,15,1,State,Arizona Dept. Water Resources GWSI db; Other DB from AZDWR,12,3.61638E+14,Imported from AZDWR. Stock water use. Data source USGS. Stream Channel topographic setting.  Site Geology 121MDCK. Seepage or filtration spring type. Pond spring manipulation. Intermittent flow consistency. ,"Gyp (west)B-33-15 09BCA, FLWD_SiteID 361638113544101",,NAD83,12,,238419,4018631,36,16,37.956,-113,54,43.884,36.27721,-113.91219,597,,Elev determined by topographic map. Lat/long accuracy 5 secs +/-. Elevation accuracy 20m. Field Checked,,,,,,,,seepage or filtration spring,,,,282,jeriledbetter,11/8/2012,,,1,1,1,,,,Gyp (west),4/25/2014 12:11,22
18917,Hackberry sp,US,AZ,Mohave,Stockton Hill,15030103,,BLM,Bureau Of Land Management AZ,,3,1,State,Arizona Dept. Water Resources GWSI db; Other DB from AZDWR,12,3.51553E+14,Imported from AZDWR. Stock water use. Data source USGS. Undetermined topographic setting.  Site Geology 400GRNT. Contact spring type. Trough spring manipulation. Undetermined flow consistency. ,"Hackberry spB-22-17 28BDC, FLWD_SiteID 351553114060501",,NAD83,11,,763613,3906251,35,15,52.992,-114,6,7.884,35.26472,-114.10219,1433,,Elev determined by topographic map. Lat/long accuracy 10 secs +/-. Elevation accuracy 050m. Field Checked,,,,,,,,contact spring,,,,980,jeriledbetter,11/8/2012,,,1,1,1,,,,Hackberry Sp,4/25/2014 12:11,22
112663,Hanging  Upper Gushet,US,AZ,Coconino,Tatahatso Point,15010001,,NPS,Grand Canyon NP,,15,0,IR,Dr. Lawrence Stevens data,11,,Larry Stevens Data,,map,NAD83,12,,424212,4037034,36,28,32.16,-111,50,45.6,36.4756,-111.846,874,,"Coordinates above from map.  NPS coordinates for a nearby spring are NAD 27 424482 4036830 with the following note: GPS point taken from the boat, directly in front of spring",hanging garden,,sedimentary,limestone,Redwall Formation,subaerial,,,,,,26,,4/2/2014,margueritehendrie,4/16/2014,1,1,1,,,,Hanging Upper Gushet,4/25/2014 12:11,7
14493,Haunted Spring,US,AZ,Coconino,Bright Angel Point,15010001,,NPS,Grand Canyon NP,,15,1,NHD,; ID from AZDWR GWIS,11,GRCA,This site was confirmed with a 1:24K Digital Raster. ,"Imported from GDB, BA-61, PHAN010A-32-03 19A   UNSURV, FLWD_SiteID 360935112063601",,NAD83,12,,400143,4002175,36,9,33.048,-112,6,36.576,36.15918,-112.11016,1356,,,,,sedimentary,limestone,Muav limestone,,,,,,,2050,jeriledbetter,6/16/2012,jeriledbetter,10/16/2013,1,1,1,,,,Haunted,4/25/2014 12:11,22
14222,Havasu Unnamed ,US,AZ,Coconino,S B Point,15010004,,NPS,Grand Canyon NP,,15,1,PUB,Brown & Moran 1979,12,GRCA,,Imported from GDB,,NAD83,12,,341723,4019514,36,18,27.54,-112,45,46.548,36.30765,-112.76293,571,,,,,,,,,,,,,,2105,jeriledbetter,6/16/2012,,,15,1,1,,,,Havasu Unnamed ,4/25/2014 12:11,22
9911,Heiser Spring,US,AZ,Coconino,Wupatki SE,15020016,,NPS,Wupatki NM,,15,1,USGS Quad,Added based on DRG layer; ID from AZ Dept of Water Resources GWIS,11,WUPA,,"Imported from GDBA-25-10 32BDB, FLWD_SiteID 353021111211401",,NAD83,12,,467801,3929191,35,30,20.772,-111,21,18.216,35.50577,-111.35506,1480,,,,,,,,,,,,,,746,jeriledbetter,6/16/2012,,,3,1,1,,,,Heiser ,4/25/2014 12:11,22
9839,Honga Springs,US,AZ,Coconino,Vulcans Throne,15010002,,Tribal,Hualapai Tribal Land,,15,1,Geonames,Imported from USGS Geonames,12,HUAL,,S32,,NAD83,12,,316595,4009214,36,12,37.404,-113,2,24.9,36.21039,-113.04025,1303,,,,,,,,,,,,,,608,jeriledbetter,6/16/2012,jeriledbetter,7/29/2013,1,1,1,,,,Honga ,4/25/2014 12:11,22
14101,Horn Crk Drainage Unnamed ,US,AZ,Coconino,Grand Canyon,15010002,,NPS,Grand Canyon NP,,15,1,PUB,Brown & Moran 1979,11,GRCA,,Imported from GDB,,NAD83,12,,397054,3993746,36,4,58.368,-112,8,36.24,36.08288,-112.1434,1097,,,,,,,,,,,,,,333,jeriledbetter,6/16/2012,,,1,1,1,,,,Horn Crk Drainage Unnamed ,4/25/2014 12:11,22
10350,Hotevilla Spring,US,AZ,Navajo,Hotevilla,15020017,,Tribal,Hopi Tribe,,15,1,Geonames,Imported from USGS Geonames,11,HOPI,,Imported from GDB,,NAD83,12,,529353,3976079,35,55,42.996,-110,40,28.596,35.92861,-110.67461,1897,,,,,,,,,,,,,,1493,jeriledbetter,6/16/2012,,,1,1,1,,,,Hotevilla ,4/25/2014 12:11,73
996,Hoxworth Springs,US,AZ,Coconino,Lower Lake Mary,15020015,,USFS,"Coconino NF, Mormon Lake RD",Coconino,3,1,Geonames,Imported from USGS Geonames,11,"From Lake Mary Rd (CR-3), travel SE on Crimson Rd for 0.5 mi. Turn left on NF-296 and continue for 4.5 mi, connecting to NF-132B for 0.6 mi. Keep left on Hoxworth Springs Rd for 1.5 mi. Spring is 325 m due SW.","This site appears to be part of a series of sources that supply a large wet meadow. This site was imported from the geodatabase, a compilation from multiple sources.",,Map,NAD83,12,,447562,3877665,35,2,25.152,-111,34,29.748,35.04032,-111.57493,2143,,,,,,,,,,,,,,196,jeriledbetter,1/9/2012,lancemurray,3/17/2016,3,1,1,,,,Hoxworth,4/25/2014 12:11,51
18956,Indian gardens,US,AZ,Coconino,Munds Park,15060202,,Private,"Coconino NF, Red Rock RD",Coconino,3,1,State,Arizona Dept. Water Resources GWSI db; Other DB from AZDWR,11,3.45439E+14,Imported from AZDWR. Domestic water use. Data source USGS. Undetermined topographic setting.  Site Geology 310SUPI. Undetermined spring type. Undetermined spring manipulation. Undetermined flow consistency. ,"Indian gardensA-18-06 27CCA, FLWD_SiteID 345439111433601",,NAD83,12,,433552,3863399,34,54,39.096,-111,43,38.604,34.91086,-111.72739,1390,,Elev determined by topographic map. Lat/long accuracy 1 sec +/-. Elevation accuracy 020m. Field Checked,,,,,,,,,,,,97,jeriledbetter,11/8/2012,,,1,1,1,,,,Indian gardens,4/25/2014 12:11,22
13856,Johnston Spring,US,AZ,Mohave,Kingman,15030103,,Private,Private US Landowner AZ,,3,1,NHD,; ID from AZDWR GWIS,12,Private,,"Imported from GDBB-21-17 02CCB, FLWD_SiteID 351353114042401",,NAD83,11,,766270,3902618,35,13,52.68,-114,4,27.12,35.2313,-114.0742,1217,,,,,,,,,,,,,,250,jeriledbetter,6/16/2012,,,2,1,1,,,,Johnston ,4/25/2014 12:11,22
18826,Jones' seep,US,AZ,Mohave,Kingman NW,15030103,,Private,Private US Landowner AZ,,3,1,State,Arizona Dept. Water Resources GWSI db; Other DB from AZDWR,12,3.51155E+14,Imported from AZDWR. Stock water use. Data source USGS. Upland Draw topographic setting.  Site Geology . Contact spring type. Trough spring manipulation. Perennial flow consistency. ,"Jones' seepB-21-17 19BAB, FLWD_SiteID 351155114082801",,NAD83,11,,760210,3898811,35,11,54.996,-114,8,30.876,35.19861,-114.14191,933,,Elev determined by topographic map. Lat/long accuracy 1 sec +/-. Elevation accuracy 010m. Field Checked,,,,,,,,contact spring,,,,2386,jeriledbetter,11/8/2012,,,2,1,1,,,,Jones' seep,4/25/2014 12:11,22
14566,JT Spring,US,AZ,Coconino,Cape Royal,15010001,,NPS,Grand Canyon NP,,15,1,PUB,Brown & Moran 1979,11,GRCA,,"360025111571501, JTSP002, HANC004, JT1",,NAD83,12,,414063,3984887,36,0,16.812,-111,57,12.78,36.00467,-111.95355,1292,,,,,sedimentary,limestone,Muav limestone,,,,,,,1659,jeriledbetter,6/16/2012,jeriledbetter,2/5/2014,4,1,1,,,,JT,4/25/2014 12:11,7
182111,Kibbey Spring,US,AZ,Coconino,Walhalla Plateau,15010001,,NPS,Grand Canyon NP,,15,,LMA,"Ed Schenk, NPS",11,,,,,WGS84,12,,412246,4011824,36,14,50.388,-111,58,36.156,36.24733,-111.97671,,,,,,,,,,,,,,,1488,jeriledbetter,11/29/2016,jeriledbetter,11/29/2016,1,1,1,,,,Kibbey,11/29/2016 16:58,7
10587,Landon Spring,US,AZ,Coconino,Mountainaire,15060202,,State,State Trust AZ,,3,1,State,Imported in 2009 from AZ State Land Office; Other DB from AZDWR,11,State Trust,,"Imported from GDBA-20-06 12DCC, FLWD_SiteID 350726111423801",,NAD83,12,,435214,3887002,35,7,25.644,-111,42,39.744,35.12379,-111.71104,2096,,,,,,,,,,,,,,745,jeriledbetter,6/16/2012,jeriledbetter,4/17/2016,2,1,1,,,,Landon ,4/25/2014 12:11,22
14515,Lava Creek 2 Unnamed,US,AZ,Coconino,Walhalla Plateau,15010001,,NPS,Grand Canyon NP,,15,1,NHD,Imported in 2010 from NHD Database,11,GRCA,,"Imported from GDB, LAVA008",,NAD83,12,,418316,4003166,36,10,11.352,-111,54,29.7,36.16982,-111.90825,1413,,,,,,,,,,,,,,1259,jeriledbetter,6/16/2012,jeriledbetter,10/16/2013,1,1,1,,,,Lava Creek 2 Unnamed,4/25/2014 12:11,22
761,Laws Tank North Spring,US,AZ,Coconino,Squaw Mountain,15010004,,USFS,"Kaibab NF, Williams RD",Kaibab,3,1,NHD,,11,I-40 to 141 (Spring Valley/Garland Prairie Loop) to Forest Rd 730 to Forest Rd 115 to Forest Rd 2030.,"This site is in the NHD database, but is not depicted on the DRG, although there are several other springs in the area. On 5/26/2014 surveyors found no evidence of a spring or tank at this location, although Laws Tank is nearby. There was also no evidence of a spring in August 2014.",,map,NAD83,12,,403066,3921067,35,25,41.952,-112,4,4.224,35.42832,-112.06784,2092,,"Elevation from 10m DEM, coordinates from NHD database.",,,igneous,basalt,,,,,,,,234,jeriledbetter,12/8/2010,lancemurray,3/17/2016,2,0.5,1,http://springsdata.org/uploaded_files/survey/2146221099/2146221099_rep.jpg,,,Laws Tank north,4/25/2014 12:11,12
758,Laws Upper Spring,US,AZ,Coconino,Squaw Mountain,15010004,,USFS,"Kaibab NF, Williams RD",Kaibab,3,1,NHD,Imported in 2010 from NHD Database,11,,"This unnamed site is labeled on the DRG, and is one of two springs that appear to provide water to Laws Natural Tank.",,map,NAD83,12,,403245,3920827,35,25,34.212,-112,3,57.06,35.42617,-112.06585,2073,,"Elevation from 10m DEM, coordinates from DRG.",,,igneous,basalt,,,,,,,,72,jeriledbetter,12/8/2010,jeriledbetter,10/16/2015,1,1,1,,,,Laws Upper,4/25/2014 12:11,12
179641,Ledges Camp Spring,US,AZ,Coconino,Havasu Falls,15010002,,NPS,Grand Canyon NP,,15,0,IR,,11,,,,,WGS84,12,,345033,4023191,36,20,28.752,-112,43,36.516,36.34132,-112.72681,,,,,,,,,,,,,,,65,jeriledbetter,7/25/2015,,,1,1,1,,,,Ledges Camp,7/25/2015 9:38,22
650,Lee Canyon twin 2,US,AZ,Coconino,White Horse Lake,15060202,,USFS,"Kaibab NF, Williams RD",Kaibab,3,1,NHD,Imported in 2010 from NHD Database,11,,"This site is depicted as two springs on the DRG, located in a meadow.  During fall survey 2010, Glenn Rink found no water.",,map,NAD83,12,,399475,3885589,35,6,29.196,-112,6,10.98,35.10811,-112.10305,2153,,,,,igneous,basalt,basalt flow,,,,,,,1434,,11/4/2010,jeriledbetter,10/14/2015,1,1,1,,,,Lee Canyon twin 2,4/25/2014 12:11,12
295,Lees Ferry Spring,US,AZ,Coconino,Lees Ferry,14070006,,NPS,Glen Canyon NRA AZ,,15,1,IR,Dr. Lawrence Stevens data; Other DB from AZDWR,12,"Northeastern Arizona Strip at Lees Ferry, AZ",,"GCNRA-1A-40-08 18DBC, FLWD_SiteID 365150111343901",GPS,NAD27,12,Garmin,448732,4079721,36,51,49.86,-111,34,30.576,36.86385,-111.57516,953,,,,,sedimentary,sandstone,Lower Windgate,subaerial,floodplain,contact,,spring,gravity,881,jeriledbetter,6/9/2009,,,2,0.5,1,,,,Lees Ferry,4/25/2014 12:11,2
18895,Little hbery,US,AZ,Mohave,Yucca NE,15030103,,BLM,Bureau Of Land Management AZ,,3,1,State,Arizona Dept. Water Resources GWSI db; Other DB from AZDWR,12,3.456E+14,Imported from AZDWR. Stock water use. Data source USGS. Undetermined topographic setting.  Site Geology . Contact spring type. Other spring manipulation. Undetermined flow consistency. ,"Little hberyB-18-17 24AAD, FLWD_SiteID 345600114011801",,NAD83,11,,771968,3869700,34,56,0.024,-114,1,20.856,34.93334,-114.02246,1021,,Elev determined by topographic map. Lat/long accuracy 10 secs +/-. Elevation accuracy 050m. Field Checked,,,,,,,,contact spring,,,,1762,jeriledbetter,11/8/2012,,,1,1,1,,,,Little hbery,4/25/2014 12:11,22
13906,Little Jamaica Springs,US,AZ,Mohave,Littlefield,15010010,,Private,Private US Landowner AZ,,3,1,NHD,Imported in 2010 from NHD Database; Other DB from AZDWR,12,Private,,"Imported from GDBB-40-15 04DBD, FLWD_SiteID 365341113545501",,NAD83,12,,240086,4087069,36,53,37.824,-113,55,0.336,36.89384,-113.91676,573,,,,,,,,,,,,,,200,jeriledbetter,6/16/2012,jeriledbetter,5/20/2016,1,1,1,,,,Little Jamaica,4/25/2014 12:11,22
637,Little Sowats lower spring,US,AZ,Coconino,Sowats Spring,15010003,,USFS,"Kaibab NF, North Kaibab RD",Kaibab,15,1,NHD,Imported in 2010 from NHD Database,12,This spring is not accessible from below.,Little Sowats lower spring is depicted on the DRG.,SOWA004,map,NAD83,12,,369708,4043743,36,31,48.72,-112,27,19.44,36.5302,-112.4554,1806,,"Elevation from 10m DEM, coordinates from DRG.",,,sedimentary,sandstone,Coconino,,,,,,,309,jeriledbetter,11/3/2010,jeriledbetter,10/14/2015,1,1,1,,,,Little Sowats lower,4/25/2014 12:11,12
638,Little Sowats upper spring,US,AZ,Coconino,Sowats Spring,15010003,,USFS,"Kaibab NF, North Kaibab RD",Kaibab,15,1,NHD,Imported in 2010 from NHD Database,12,This site is not accessible from below.,"This is an unnamed spring that is depicted on the DRG. However, on 6/13/12 surveyors found no evidence of a spring.",SOWA004,map,NAD83,12,,369742,4043783,36,31,50.016,-112,27,18.108,36.53056,-112.45503,1822,,"Elevation from 10m DEM, coordinates from DRG.",,,sedimentary,sandstone,Coconino,,,,,,,52,jeriledbetter,11/3/2010,jeriledbetter,10/14/2015,1,1,1,,,,Little Sowats upper,4/25/2014 12:11,12
